house_type,orientation,area,level,decoration,price
25,2,87.38,2,4,153
32,2,127.88,3,2,489
39,1,328.52,3,2,1250
25,8,162.18,3,2,589
30,1,110.64,2,3,367
29,12,189.44,2,1,370
18,9,84.95,1,2,196
30,1,165.49,1,1,250
23,12,82.09,2,2,159
20,3,98.58,3,2,226
35,4,127.94,2,2,520
18,12,88.98,1,2,112
25,6,117.35,3,4,149
22,12,133.06,2,4,238
18,1,80,2,4,58
32,4,193.67,3,2,1260
25,6,89.86,3,2,267
30,1,111.77,2,2,451
25,2,90.9,1,2,210
20,1,92,3,2,128
36,1,245.21,2,1,345
15,2,68.29,3,4,67.8
25,4,109.05,3,2,342
33,3,210.96,3,2,780
20,6,88.65,1,4,128
17,8,88.36,2,2,126
25,2,90.8,3,2,165
35,1,239.88,3,2,938
29,4,141.67,2,2,480
15,4,59.56,2,2,105
23,8,95.04,1,1,105
32,1,185,2,1,1080
30,2,113.37,2,2,200
23,9,89,2,1,218
23,1,90.06,1,2,199
39,4,233.9,1,1,582
25,4,95.3,1,1,102
25,4,125.73,1,1,90
30,1,145,3,4,415
18,12,69.95,3,2,195
32,4,241,3,3,840
32,4,199.92,3,2,1150
20,4,107.29,2,2,293
18,4,80.26,2,2,200
27,12,156.79,1,1,770
30,1,117.36,1,2,325
18,4,88.01,1,2,181
10,1,60,2,2,105
15,12,75.68,1,4,200
32,8,202,2,2,1380
25,4,127.04,1,2,160
23,1,80.66,1,2,164
30,1,135.36,1,2,299
23,3,85.66,1,2,245
37,4,234,1,1,652.46
32,4,184,3,3,240
32,9,212.76,2,1,600
30,1,156.64,3,1,824
25,8,104.07,1,2,450
15,6,79.13,2,2,142
25,8,146.94,2,2,335
15,4,52.58,2,4,76
25,1,86.93,1,2,92.8
18,9,88.2,3,2,176
20,4,74.38,3,2,183
30,4,113.42,1,2,374.35
25,12,131.13,2,2,430
25,1,94.93,1,4,230
18,12,86.6,2,4,74
15,3,93,1,2,328
30,9,183,1,3,1060
25,4,176.7,2,2,858
23,2,128.29,3,2,450
20,2,81.26,3,2,159
32,1,190,2,1,741
32,1,165,2,1,485
23,12,89.5,3,2,218
20,1,110.5,2,4,155
15,2,73.58,2,2,108
22,8,96.33,2,2,190
25,4,126.54,2,2,222
20,12,80.45,1,4,195
30,1,150.42,3,2,485
35,4,165,2,1,365
10,1,45,3,2,68
23,12,90.86,1,4,115
20,12,88.72,1,2,209
15,9,53.49,2,2,103.8
25,4,126.15,3,2,418
25,4,131.36,2,2,118
25,1,89.07,2,2,250
15,12,75.68,3,2,120
17,4,94.51,1,2,360
30,1,163.59,2,2,450
23,12,89.04,1,2,120
25,1,108.89,2,2,240
25,1,90.97,3,2,355
20,4,90.96,1,4,245
22,3,131.77,3,2,174.92
25,12,105.32,3,2,224.35
32,4,190,3,2,680
30,1,168,2,2,377
18,9,71.32,3,2,165
25,4,90.29,3,2,228
32,4,171,3,3,440
25,8,104,1,2,218
23,2,79,3,2,300
37,4,180.51,3,1,530
37,6,223.4,3,2,725
23,12,88.5,2,2,130
15,6,85.78,2,2,230
23,1,73.02,3,2,189
25,3,109.06,1,1,238
23,12,87.64,3,2,190
34,8,259.24,1,1,1000
25,12,127.44,1,4,230
30,4,128,2,2,440
41,1,233,2,1,1150
20,12,80.53,2,2,120
30,4,144,2,2,290
32,1,199.7,1,2,1100
34,12,381.96,3,4,1180
27,1,220,2,2,770
25,2,72.07,3,2,125
25,4,117,3,1,129
37,12,245,1,2,1980
15,2,59.02,2,1,88
25,3,157.16,1,2,445
17,4,94.51,1,2,360
23,4,97.57,2,4,215
22,4,119.79,1,4,112
25,4,81.87,1,4,165
37,4,335,1,1,1250
37,6,223.4,3,2,1280
25,6,159.96,2,1,326
32,12,140.79,3,2,279
25,12,117.27,2,2,268
39,8,149,1,4,155
32,4,184.7,2,2,798
24,4,183.57,3,1,720
25,8,88.25,2,2,236.8
25,4,99,2,1,220
25,8,119.33,1,2,210
15,4,89.19,2,2,109.8
23,3,78.45,3,2,199
15,2,73.52,2,2,114
25,1,88.6,3,4,185
23,2,109.34,2,2,270
23,4,93.39,2,4,335
22,2,124.86,2,4,172
25,4,117.94,3,2,272
25,3,108.93,1,2,110
10,1,45,3,2,70
15,12,81.18,2,2,97
25,12,93,3,1,73
23,2,92.16,1,2,300
30,4,157.91,2,2,360
25,1,91.15,3,2,375
30,2,128,2,1,368.12
22,12,107.37,1,2,488
23,3,77.39,1,2,120
25,4,90.5,1,2,225
35,12,178,1,2,640
23,12,70.5,1,2,190
32,4,185.02,1,2,577
23,6,87.77,2,2,109
22,2,83.63,3,1,178
30,1,188.45,1,2,456
20,12,97.96,2,4,238
15,12,88.72,2,2,220
23,1,142,1,2,560
37,4,219.37,2,2,1350
30,1,166.12,1,1,321
23,4,93.06,1,2,139.9
32,1,217,1,4,370
25,4,89.55,2,2,255
25,8,95.8,3,2,178
25,12,118.88,3,2,177
36,1,330.11,1,2,1650
18,8,66.2,1,2,125
30,6,111.92,1,2,478
35,1,133.17,1,2,520
20,8,77,3,4,83
25,4,85.96,2,2,213
25,8,112.43,2,1,326
25,12,200.21,3,2,460
15,9,90.02,2,4,184
20,12,87.96,2,4,168
15,8,81.71,1,2,135
23,12,87.28,1,2,166.66
22,12,100.39,2,2,312.88
25,4,190.54,2,2,1280
25,8,95.17,3,1,184
23,12,78.75,2,2,142
22,8,134.44,1,2,230
30,1,114.13,3,2,495
18,1,83.01,3,4,190
23,4,84.84,2,2,155
32,4,184.7,2,2,798
34,4,457,1,1,1100
32,4,199.92,3,2,1150
20,12,89.33,2,2,264
22,4,110.65,2,2,345
22,4,109.57,3,2,289
25,3,115.84,1,2,201
30,12,211.2,2,2,706
25,4,130.46,2,4,150
25,1,107,2,2,155
20,12,80.22,1,4,77
25,1,110.3,3,4,107
20,6,88.61,3,2,220
23,12,89.5,3,2,218
25,2,114.03,3,2,288
42,8,332,1,1,2700
25,4,161.54,1,4,415
30,4,125.74,3,1,220
23,1,67.13,2,2,169
34,8,301.8,1,1,980
25,1,88.6,3,4,185
32,1,193.59,2,2,1100
25,4,88.4,2,2,220
22,4,101.88,2,2,290
39,1,353.77,1,2,3500
30,1,118.29,3,2,440
34,8,301.8,1,1,980
30,4,128,1,1,396
15,9,82.78,1,2,141
37,2,143.32,2,1,520
32,12,286.35,1,1,1050
23,2,81.16,2,2,220
32,1,156.56,2,1,140
25,1,118,1,1,185
23,4,74.15,1,1,110
25,1,141.79,1,1,415
10,4,43,2,2,58
15,4,106.16,3,2,195
27,1,112.64,2,2,198
25,1,97.79,1,2,250
25,12,117.24,3,1,146
23,6,88.84,2,2,122
54,4,527.6,1,1,2300
25,1,122.61,1,2,328
25,1,109,2,2,260
27,6,179.52,2,1,600
18,8,87.17,3,4,109
10,4,41,3,2,29
39,4,360,1,2,2980
15,12,86.29,3,4,215
42,4,316.52,1,2,900
25,4,140.35,1,2,345
25,4,142,1,1,466
32,1,135.64,2,1,161
25,4,114.86,1,2,270
20,4,67,1,2,120
39,1,239.88,3,2,1280
25,1,124,2,2,391
22,4,135.5,2,2,520
23,4,94.82,1,2,210
25,1,104.84,1,2,200
13,12,30,1,1,45
32,4,148,1,1,620
32,8,202,2,2,1380
15,2,82.79,2,4,180
25,12,116.32,3,1,386
25,1,105.68,2,3,132
15,8,59.51,2,4,97
20,12,89,1,2,475
18,2,82,3,2,200
30,12,125,1,2,450
25,2,95.66,1,2,399
25,12,142.85,2,2,400
15,4,63.67,2,2,69
32,9,140.77,2,1,265
30,4,111.74,3,2,243
23,8,89.93,2,2,148
27,12,108.21,1,2,215
25,8,98.04,1,2,281
36,4,287,3,1,679
23,4,101,1,4,136
36,4,179,1,3,205
18,1,85.51,2,1,146
17,3,92.62,1,4,178
20,12,76.56,1,2,105
30,1,118.29,3,2,440
25,1,91.03,1,2,375
32,4,189.94,1,4,390
30,1,157.9,1,2,750
23,8,103.27,1,4,175
37,6,198.01,1,2,760
25,1,87.45,1,2,210
20,12,89.28,1,2,242
18,4,81.56,2,4,136
41,4,295.74,1,4,1463
25,8,89.96,2,2,160
25,9,104.73,2,4,225
32,6,141,3,4,640
23,12,87.78,3,4,90
25,6,112,1,2,268.95
31,6,201,3,2,950
47,1,361.57,1,1,1250
25,1,131.6,2,2,185
30,12,161.77,1,2,499
32,1,179.46,3,2,514
52,8,456.8,1,1,2850
18,1,48.81,3,2,90
22,4,108.72,2,1,148
39,1,295.69,2,1,1700
23,1,80.66,1,2,168
23,8,97.46,3,4,168
30,1,143.06,2,2,460
30,1,115.84,2,1,170
30,4,137.13,1,1,310
23,12,81.89,1,2,163
30,1,110.64,2,3,367
25,8,107.86,3,2,451
18,6,93.19,1,2,215
10,4,69.6,1,2,110
15,4,59.17,1,2,94
25,2,88.83,2,2,345
25,6,107.12,3,1,282
30,8,133.84,3,4,210
30,1,135.27,1,2,340
32,4,199.07,3,1,730
25,8,97.16,1,2,195
30,1,146.94,2,1,309
25,4,92,3,1,118
23,3,92.37,3,2,239
35,1,257.74,3,4,937
30,1,139,1,2,275
25,1,200.1,3,2,379
20,3,89.95,2,2,225
23,4,87.73,3,2,156
30,1,124.5,1,2,299
25,4,125.73,1,1,90
37,1,278,1,3,1650
25,8,135,1,1,185
23,8,92.18,1,2,370
28,12,133,1,1,575
32,1,189.68,2,2,1030
20,1,104,1,4,119
35,9,251.77,3,4,340
30,4,165.6,3,2,285
13,4,100,2,3,260
23,8,111.31,1,2,175
25,4,138.9,2,2,430
18,1,84.08,1,2,165
30,4,109.53,3,2,478
15,4,81,1,2,139.77
25,4,108.2,1,2,146
15,1,79.8,2,2,140
32,1,193,2,3,1150
15,6,80.72,1,2,187
30,8,142.56,2,2,655
10,1,49.61,2,2,68
25,12,90.31,1,2,200
22,12,110.95,3,4,316
18,12,77.1,3,4,141
18,1,67.54,1,2,133
15,12,53.91,2,1,68
20,9,75.66,1,4,135
10,1,34,2,1,56
30,4,165.64,2,2,500
15,12,77.3,2,2,104
20,4,91.43,3,2,135
30,2,142.36,3,2,380
18,12,85,3,2,206.27
22,6,88.63,3,2,135
32,4,143.98,1,2,368
15,1,69,1,4,70
30,2,179.39,1,2,880
30,4,119.85,1,2,220
37,4,294.53,1,3,1135
23,4,92.4,2,2,165
30,1,130.1,3,1,306
25,2,154.79,1,4,595
15,12,70.11,3,4,67
10,4,41,3,2,34
18,4,79.33,3,2,124
22,12,108.98,3,2,180
25,4,116.37,2,4,248
25,12,118.36,2,4,183.5
18,1,74.58,2,4,120
18,12,85.36,3,2,133
25,1,103.45,2,4,182
25,1,102.43,1,1,235
25,8,77.74,2,2,365
25,2,98,1,2,210
25,1,100,1,2,430
15,4,57.15,1,4,70
18,8,90.43,1,2,480
20,4,71.3,1,2,100
35,1,149.7,3,4,1160
20,2,79.65,3,2,126
32,1,197.34,2,4,619
25,12,90.47,3,2,218
32,6,147.77,1,2,330
32,4,217,1,1,235
37,1,380,1,2,1120
23,1,73.77,1,4,128
10,1,38,2,2,36
18,4,88.9,2,2,198
27,1,186,2,3,610
25,4,79.6,1,2,150
23,3,81.97,2,2,193
23,4,99,2,2,266
30,1,202.86,3,1,1050
32,12,154.97,1,2,310
23,8,88.7,3,2,235
32,1,194,2,1,800
22,12,96.72,2,2,128
23,3,75.06,1,2,128
30,3,130,2,2,312
25,1,118,3,4,185
25,4,122,2,4,60
24,2,180.72,3,2,845
23,8,85.95,2,2,345
18,1,76,2,1,70
20,2,93.67,2,4,398
23,1,67.98,1,1,132
22,4,88.59,1,4,122
25,4,104.67,1,2,218
22,8,106.38,2,2,210
22,4,127.55,3,2,299
30,4,109.62,1,1,378
25,2,124.77,2,2,502
15,6,73.78,2,2,124
15,6,91.14,3,2,145
30,12,168,1,1,650
32,1,188.44,3,2,1050
33,6,140,3,1,217
27,6,235.35,1,2,748
30,4,159.23,2,2,526
18,4,77.71,1,2,158
15,2,65.54,3,2,123
25,3,115.84,1,2,201
22,1,111,3,4,165
23,2,81.16,2,2,220
25,4,98,2,2,179
25,1,95.8,2,2,180
25,4,116,1,2,127
27,8,193.58,1,1,1250
25,1,98,3,2,139
22,4,99.19,2,2,278
30,4,300,1,1,780
42,4,248,1,1,335
15,6,75.15,1,2,83
25,1,116.42,2,2,255
25,2,102.59,3,2,112
25,2,103.06,2,1,246
23,1,88.64,1,2,160
23,1,91.9,1,2,306
35,1,185.24,1,2,1120
41,1,335,2,1,1655
15,2,80.56,1,2,166
18,2,82,3,2,200
32,1,189.78,3,2,999
25,4,125.86,3,2,212
20,3,89.33,2,2,159.8
25,1,107,3,2,175
30,1,109.06,1,2,359
25,6,106.4,1,2,140
18,8,83.23,3,4,123
30,1,148,1,1,467.65
43,4,303,1,4,900
15,2,70.18,3,4,69.8
23,8,88.52,1,4,112
32,1,147,2,2,320
18,4,80.91,1,4,87
32,4,193.6,3,2,1250
37,2,128.31,2,2,415.7
18,3,66.09,1,1,152
22,9,84.85,2,2,199
52,8,456.8,1,1,2850
23,6,84.04,2,1,112
25,12,88.97,1,2,136
25,1,95.92,2,2,150.5
25,1,99,1,1,72
15,12,89.36,3,4,148
32,6,153.25,1,2,440.75
25,8,105.27,2,2,145
25,4,120.05,2,2,198
25,3,116.32,2,4,165
18,4,80.58,3,1,64
20,8,76.41,3,4,63
32,12,140.79,3,2,279
18,12,79.66,3,4,212
32,8,211,1,1,245
25,4,89.48,3,2,234.8
36,1,245.07,2,1,795
32,8,261,1,2,950
23,1,82,2,2,119
30,4,146.75,3,1,440
25,4,113.99,3,2,230
39,4,215,1,1,405
23,2,76.81,2,1,168
23,4,109.96,3,2,232
32,6,147.77,1,2,330
30,6,186.28,3,2,530
15,6,54,2,1,67.9
20,8,91,3,2,400
30,12,151.12,2,4,296
25,12,89.78,2,2,286
30,9,166.34,2,2,465
30,8,143.99,2,1,233.65
25,8,89.43,2,2,290
22,6,108.76,3,4,138
25,12,125,3,1,119
30,3,119.47,3,2,315
25,1,103.18,1,2,420
22,2,122.48,2,2,395.6
18,8,75.64,3,2,178
25,6,94.26,3,2,112
32,4,240,3,3,800
30,4,117,3,1,181
20,1,100.27,3,1,380
30,1,140.94,1,1,550
32,4,172.2,3,2,318.9
30,1,174.85,2,2,289
23,9,71.9,1,2,177
22,3,89,1,2,150
23,2,128.29,3,4,471
18,2,82.03,2,2,151
25,1,115.84,1,2,270
22,6,100.64,3,1,138
22,6,111.28,3,2,290
29,4,213.97,2,2,1449
18,1,82,2,2,188
25,12,89.75,1,2,217.5
18,3,81.34,3,2,92
27,1,220,3,3,792
30,4,236.6,1,1,500
25,12,113,1,2,525
18,1,90.43,2,2,520
23,2,90.53,3,2,245
23,1,90.5,2,2,157
20,9,80.7,3,2,92
25,1,116,1,2,235
23,12,102.9,1,1,190
15,1,86.36,2,4,170
25,4,119.29,3,2,270
30,4,157.44,1,2,435
23,1,90.06,1,2,199
25,2,183.36,3,4,675
15,4,77.46,3,2,188
15,6,88.18,3,2,228
30,1,144.28,1,1,512
29,1,266,3,3,816
27,8,193.58,1,1,1250
25,6,121.55,3,4,145
23,1,86.54,2,4,119
25,12,94.72,3,2,150
18,4,83.59,3,2,170
25,8,103.4,3,2,410
37,4,208.56,3,2,1200
30,12,170.04,3,2,750
23,6,89,3,4,137
30,1,142.55,1,2,252
15,2,96.48,2,2,198
23,12,90.55,2,5,225
39,1,269,2,2,880
35,12,107.17,2,2,425
20,9,90.55,3,4,139
30,2,111.94,2,1,470
22,4,130.89,3,2,263.8
23,8,91.87,2,4,380
30,4,168.75,1,1,405
23,8,70.78,3,1,117
23,1,93,3,1,192
30,6,160.4,3,2,310.82
20,8,92.42,3,2,162
36,4,287.05,3,1,580
18,9,75.27,3,4,189
46,8,361,1,1,2200
23,6,85.83,3,2,140
10,4,38,2,4,51.3
18,4,79.98,1,4,165
22,12,86.66,1,2,276
22,12,110.95,3,4,316
22,12,103.19,1,2,395
30,9,161.35,2,2,425
23,12,86.34,2,2,145
15,12,91.8,3,1,132
25,1,110.19,3,2,213
30,2,111.77,2,2,368
25,1,110,2,2,75.5
30,4,165.19,1,2,169
18,12,80.79,1,2,175
25,4,99.16,2,4,180
25,2,90.28,1,3,192
32,12,124.8,1,2,535
23,3,91.17,3,2,165
23,1,90.79,3,2,330
20,8,85.1,1,4,115
20,4,81.91,1,2,165
39,4,270,2,2,891
25,9,110.48,2,1,140
25,8,104,1,1,180
25,4,151,1,2,497
15,12,89.32,2,2,275
30,1,140.14,2,2,430
35,1,146,3,1,830
17,8,58.37,1,4,108
10,1,38.5,2,2,38.99
25,12,75.43,3,2,123
22,4,88.94,2,2,133
25,4,115.69,2,2,96
23,12,88.79,3,2,112
37,4,234.92,2,1,1100
23,2,104,2,1,188
32,8,543.64,1,2,1500
30,4,128,2,2,390
15,4,74,1,2,160
22,4,92.92,1,2,350
20,1,150.84,1,1,339
39,9,246.73,1,4,960
32,4,143,3,2,405
34,12,203.73,3,1,1680
23,4,87.4,1,4,98
25,12,129,1,2,115
25,1,267.92,3,2,1680
20,12,88.75,1,2,146
37,6,223.4,3,2,1280
25,1,200.37,2,2,378
30,4,129,3,2,178
25,1,113.59,1,2,320
32,1,197.34,2,4,790
18,1,87,1,2,99.9
18,4,88.09,1,4,160
34,3,172.95,3,1,519
18,8,84.7,3,2,122
25,6,123.56,3,2,465
10,6,80.58,1,2,260
23,12,81.16,3,2,117
23,12,81.16,3,2,117
45,9,150.77,1,2,431.82
25,6,85.75,1,2,205
25,2,126.68,2,2,178
27,3,176.62,2,2,450
32,4,171,3,3,440
27,1,181.5,2,3,560
25,4,121.72,3,4,148.5
15,8,103.37,3,2,269
32,6,183,2,3,1050
25,12,106.89,1,2,180
25,4,84,2,2,169
18,2,82,3,2,200
20,12,85.8,3,2,185
25,4,97.13,2,2,370
30,6,128.43,2,4,248
20,4,43,3,2,71.8
30,1,130,3,1,306
25,1,139,1,2,388
30,8,153.45,3,2,320
32,1,203.01,3,4,760
10,4,32.98,3,1,70
30,1,165,3,3,379
30,1,151,2,1,434
18,1,93.2,1,1,180
15,1,94.46,2,4,198
35,4,173.68,1,2,520
25,4,139.72,1,2,520
25,4,120.62,2,2,210
30,1,145,2,2,372
41,1,235.79,2,1,1500
25,4,96.26,3,2,420
30,4,111.93,3,2,249
18,1,60,2,2,80
15,4,89.52,3,4,199
25,12,141.9,3,4,399
30,1,137.47,3,2,436
32,4,144.29,3,2,405
32,4,161.56,1,1,480
22,4,132.2,1,2,190
22,9,102.46,1,4,173
27,4,172.95,1,2,450
25,1,157.78,2,1,395
22,9,119.65,2,1,318
66,8,781.65,1,1,4500
30,1,142.19,1,2,388
15,4,86.03,3,2,230
25,6,85.19,2,2,150
30,12,163.64,1,1,249
23,4,143.12,1,2,440
42,4,355.24,1,1,3380
46,4,364.4,1,1,1200
25,4,106.7,1,1,213
25,8,100.67,3,2,325
15,12,81.29,2,2,82
32,1,190,1,2,700
30,12,142.16,1,1,530
20,9,81.6,2,2,119
25,6,105.36,2,2,298
23,4,87.73,1,2,162
30,6,137.49,1,1,337
18,6,93.53,2,2,405
23,1,81.35,2,2,123
23,1,91.96,3,1,212
60,4,380,1,3,1227.36
37,8,300.39,1,1,1600
39,9,295.82,1,1,580
43,8,306,1,1,1430
20,1,91.96,1,2,358
30,1,136.29,2,2,538
27,4,187.2,3,2,1380
30,1,143.06,2,2,460
30,12,132.07,2,2,220
30,4,142.36,1,2,400
25,1,98,1,2,148
25,1,140.25,1,1,540
20,4,101.51,3,2,165
23,6,78.24,2,4,196
22,8,78.05,1,2,370
25,2,87.62,2,2,246
25,6,93,3,2,251
23,2,73.51,1,2,190
32,4,199,1,2,747
15,1,83.66,2,2,172.52
30,1,137.45,2,2,435
30,3,140.74,2,2,206
32,8,229.9,1,1,750
25,1,100.19,1,2,284
27,9,139.63,2,4,204
39,1,328.52,3,2,1250
30,1,163.59,2,2,450
18,2,80.46,1,1,170
23,1,88.48,2,1,199
30,4,138.75,1,5,370
20,4,86.07,3,2,165
29,3,194.71,1,2,1060
15,4,54.84,2,2,80
23,1,67.98,1,1,132
32,1,183,1,3,570
23,4,93.39,2,4,335
32,4,131.08,1,4,360
30,12,149.2,1,1,575
25,1,116,1,2,235
30,6,150.09,3,2,320
35,4,127.94,2,2,540
15,8,86.23,1,2,405
22,9,91.25,1,1,138
35,2,186,3,2,579
23,1,80.66,1,2,210
28,12,156,2,3,450
27,12,129.45,1,4,365
20,2,78.11,3,4,149
25,1,175.84,2,2,830
25,1,132,1,2,451
23,12,89.45,1,2,141
27,1,288,2,3,1650
25,4,113,2,2,570
30,1,137.47,3,1,396.8
30,1,131.04,1,2,416
15,6,76.01,2,4,158
25,1,101,1,1,79
30,4,117,3,1,181
20,3,90,3,4,212
18,3,80,2,5,45
25,8,94.86,1,2,185
35,2,153.57,3,4,580
25,1,107,2,2,155
25,1,136,2,1,495
25,12,121.18,3,2,122
37,6,223.4,2,2,1290
25,1,116.99,1,2,495
25,2,127.77,1,2,410
30,4,150.42,3,2,520
18,1,89,3,2,103
27,6,87.84,1,1,430
25,12,89.78,2,2,286
25,4,134.16,3,2,253
18,4,91,2,4,102
30,4,130,1,2,370
23,3,90.58,2,4,205
41,8,375,1,4,1300
30,4,137.34,2,1,195
42,4,169.87,3,2,535
36,1,330.11,1,2,1650
30,1,161,2,2,340
24,2,98,1,1,405
22,2,97,3,2,290
25,4,119,1,4,339
25,4,89,2,1,98
18,6,82.72,1,2,170
30,4,143.8,1,2,343
25,6,141,2,2,475
22,2,97,3,2,291
23,3,72,3,2,158
30,1,182.69,2,1,660
15,12,62,2,2,86
20,8,88.55,1,2,485
10,4,57,2,2,198
25,9,95.92,2,2,305
30,2,140.88,3,1,455.03
25,4,142.09,1,2,528
40,12,118.31,3,2,450
30,1,176.99,1,2,880
15,1,74.44,2,2,233
32,1,199,2,2,1225
30,4,108.71,1,2,279
18,3,79.44,1,2,173
27,4,99.37,2,2,215
25,1,86.94,1,2,175
25,12,99.26,3,1,106
30,3,140.22,1,1,426
25,1,106,1,2,280
25,1,100.01,1,2,383
47,4,466,1,2,1680
30,1,168,2,2,377
25,1,142,2,1,490
30,1,127.88,3,2,523
25,1,141,1,4,420
15,6,90,1,2,285
25,4,96.94,3,2,305
20,8,88.08,2,2,242
15,4,77.65,2,2,176
25,1,103,1,2,190.75
22,3,151.66,2,4,299
25,9,128.35,1,4,266
25,1,154,1,2,465
25,4,93,2,2,199
32,4,143,3,2,750
18,1,82,1,4,185.49
15,6,84.45,3,4,110
25,8,119.2,2,2,260
20,12,82.11,3,2,235
27,4,156.79,1,1,418
18,8,89,1,2,122
30,3,136,1,2,460
30,1,183,1,4,760
44,8,348.43,1,2,1260
10,1,45,3,2,70
15,12,82.43,2,2,118
30,2,125,3,2,389
23,1,88.89,3,4,232
15,4,81.28,3,2,133
10,1,46,3,2,67
38,8,147.94,1,2,205
30,4,190.07,3,2,390
20,8,92.42,3,2,161
41,8,203,1,1,498
32,4,197,2,1,600
7,12,51.32,2,2,135
22,12,176.16,1,2,652
15,2,60.04,3,2,87.6
42,8,332,1,1,2700
25,4,97.09,3,2,104
20,9,89.97,2,2,180
15,9,86.37,3,2,320
25,4,90.93,1,1,139.5
25,9,108,2,2,158
20,12,89.33,2,2,264
10,6,54,3,2,68
20,12,70.62,2,2,180
22,4,88.04,3,2,108
49,8,357.28,1,1,1400
15,12,89.66,2,2,185
32,1,194,1,1,700
32,4,184,1,1,225
18,2,72.87,1,2,152
28,1,132.71,3,4,275
20,3,89.95,2,2,225
25,12,136.75,3,2,500
22,4,158.71,1,4,158
23,1,97.66,3,5,193.5
32,1,264.08,3,2,850
32,1,189.78,3,2,999
20,6,88.65,1,4,128
32,4,188,1,1,178
30,1,138,3,1,520
10,12,47.32,2,2,139.5
25,8,108,3,1,167
25,1,107.27,2,2,253
32,8,184.68,3,1,528.96
34,1,217.23,3,1,723
23,4,84.96,2,1,168
25,1,140.2,3,2,240
20,12,93.42,3,4,115
15,2,81.51,3,2,130
15,4,63.65,2,4,98
30,12,133,2,1,175
18,3,72.2,1,2,125
25,1,114.74,1,2,250
30,3,137.77,3,2,266
34,8,259.24,1,1,1000
15,12,61.45,3,4,62
23,1,83.88,3,2,120
18,4,84.08,1,2,142
25,1,91.03,1,2,375
23,6,89.93,3,2,182
25,6,130.15,1,2,299
23,1,88,3,4,207
25,6,104.84,2,2,115
32,1,183,1,3,570
23,3,89.64,2,2,228
30,2,142.36,3,2,380
23,4,87,2,2,165
22,1,132.79,2,2,317.46
30,1,140,2,1,210
25,12,101.16,1,2,288
37,1,215.6,3,4,450
31,6,201,3,2,950
30,2,87.53,1,2,240
30,9,143.96,2,4,399
37,1,255,2,3,1400
20,4,80.67,2,2,218
23,4,86.52,2,2,196
25,9,128.92,3,2,278
20,12,78.88,2,2,128
18,4,77,1,4,154
30,1,189,1,2,880
25,9,128,1,2,386
22,1,124,1,5,242
18,1,84.51,1,2,165
18,12,87.99,2,4,93
25,1,104,2,1,188
32,12,156,1,2,452
10,8,48.17,2,2,105
32,4,148,1,1,570
35,1,200,3,4,460
27,8,113,1,4,370
27,6,108.49,1,2,430
20,8,88.79,2,2,228
29,4,242.7,1,4,720
25,12,119.41,3,2,231
20,2,89,2,4,142.8
18,1,75.81,2,2,200
22,1,117.47,1,2,209
32,1,202.31,2,1,565
22,4,119.38,3,2,310
30,2,142.36,3,2,380
23,1,97.66,3,5,193.5
22,12,122,3,2,310
35,4,166.67,3,1,265
23,2,83,3,1,145
25,4,93,2,2,199
37,4,231,1,1,581.88
32,1,183,1,3,570
25,8,124,1,2,355
23,2,88.11,2,2,235.8
25,12,114.6,2,2,123
25,6,98,1,4,120
59,1,442,3,1,2850
25,1,144,1,2,412
25,8,99.95,3,1,280
34,1,200,3,2,1130
25,2,95.51,1,2,320
32,12,183.61,2,2,960
25,12,94,2,4,175
27,1,132.69,3,2,410
23,4,109.34,3,2,270
25,12,147.36,2,2,287.29
15,12,55.53,1,2,156
18,12,106.16,1,4,175
25,2,124.77,2,2,488
30,4,190.06,3,4,450
29,9,190.24,1,1,368
25,1,135.59,3,2,431
25,1,104.95,3,2,223
30,12,125,1,2,475
20,3,89.55,3,2,229
15,1,85.52,2,2,225
30,1,148.01,1,2,258
18,4,92,3,2,230
39,4,210.59,3,2,681
39,1,255,2,3,1710
27,4,142.24,1,2,660
27,9,115.08,3,4,423
20,8,92.42,3,2,162
23,12,88.5,2,2,130
18,12,79.66,3,4,212
25,12,113.19,3,4,87
22,4,100.58,2,1,239
20,2,91.2,1,4,112.5
15,12,92.35,1,2,239
27,1,100.94,2,4,157
20,2,81.04,3,2,200
32,9,178,2,3,680
22,8,107.52,2,4,370
15,3,77.08,1,4,191
30,4,178.99,2,2,293.19
25,8,97.8,2,2,172
15,12,87,3,1,304
25,1,157.78,2,1,395
25,4,89.48,3,2,234.8
30,1,189,1,2,880
34,8,200,1,1,716
30,4,182.85,2,4,640
32,2,127.88,3,2,414.31
20,6,71.28,1,2,113.3
30,12,126.45,2,1,179
35,4,203,2,3,428
15,3,71.45,2,2,115
27,4,266,1,2,1350
10,2,49.73,1,4,82
30,2,125.2,2,4,299
27,4,121,1,3,290
25,1,98.45,2,2,169
29,6,88.38,2,1,415
20,2,81,2,2,200
25,4,105.3,3,2,310
22,4,110.4,1,4,245
37,2,179.46,3,2,514.26
32,4,128.08,3,4,160
25,9,139.24,2,2,385
23,12,84.5,2,2,220
37,4,248.9,1,3,1398
30,12,117.03,1,1,128
54,4,527.6,1,1,2300
27,1,289,3,3,1888
30,9,212.7,1,5,630
30,1,134.66,2,2,415
25,4,163.79,3,2,638
25,4,120.05,2,2,198
25,1,135,1,2,740
23,12,94.47,1,2,265
25,1,138,1,2,350
30,1,137,1,2,248
32,1,183.99,1,3,297
30,12,163.48,2,4,475
